fit_seed,n_fit,n_synth,training_seconds,sampling_seconds,sd_x,sd_x_real,curtosis_x,curtosis_x_real,asimetria_x,asimetria_x_real,sd_y,sd_y_real,acf_abs_lag1,acf_abs_lag1_real,acf_abs_lag21,acf_abs_lag21_real,err_acf_abs,leverage_lag1,leverage_lag1_real,err_corr_xy,ks_x,w1_x,ks_y,w1_y,ks_x_col_media,w1_x_col_media,err_corr_xx_pearson,err_corr_xx_spearman,discriminative_auc
42,2048,512,1.1190924999973504,0.048109700001077726,0.18281344,1.0,-0.04283023,28.373854,-0.53608626,-0.70645404,0.006710523,1.0,0.8577731,0.062702954,-0.19694525,-0.017884878,0.3828655183315277,-0.8669833,-0.024825463,0.6255114036318912,0.675807774066925,0.7439127644035146,0.5056400299072266,0.748492514906976,0.803637166817983,0.8533392380194896,0.5489466125021502,0.5398054307440453,1.0
