n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos
250,gaussiana,10,2,2500,2750,0.7088711261749268,0.20998285710811615,0.34865742921829224,0.026752769947052002,89,13.1
250,block_bootstrap,10,0,2500,2750,0.4852745532989502,0.16033168137073517,0.3150717318058014,0.2568804621696472,69,13.2
250,block_bootstrap,10,1,2500,2750,0.634822428226471,0.19631367921829224,0.337190181016922,0.09010785818099976,76,13.2
250,block_bootstrap,10,2,2500,2750,0.6476799845695496,0.2036910504102707,0.34262531995773315,0.05591458082199097,128,13.1
250,vae,10,0,2500,2750,0.5109567046165466,0.15652543306350708,0.31575098633766174,0.27452200651168823,155,14.2
250,vae,10,1,2500,2750,0.5306151509284973,0.1815592497587204,0.32422634959220886,0.1584930419921875,224,13.6
250,vae,10,2,2500,2750,0.5659784078598022,0.18903832137584686,0.32753095030784607,0.12382835149765015,165,14.7
250,wgan_gp,10,0,2500,2750,0.5196826457977295,0.17084263265132904,0.3222050666809082,0.20816338062286377,101,20.4
250,wgan_gp,10,1,2500,2750,0.4784853458404541,0.17085608839988708,0.3227640688419342,0.20810097455978394,223,20.3
250,wgan_gp,10,2,2500,2750,0.5788004994392395,0.1744956225156784,0.31753355264663696,0.19123214483261108,107,20.0
250,realnvp,10,0,2500,2750,0.6748714447021484,0.20440253615379333,0.35515525937080383,0.05261695384979248,22,19.2
250,realnvp,10,1,2500,2750,0.4748159945011139,0.16113407909870148,0.3089964985847473,0.2531614303588867,72,19.6
250,realnvp,10,2,2500,2750,0.48702919483184814,0.15739062428474426,0.3069937527179718,0.2705119252204895,130,19.5
250,jitter,20,0,5000,5250,0.4562970697879791,0.1480599343776703,0.3012228310108185,0.31375861167907715,22,20.9
250,jitter,20,1,5000,5250,0.4279025197029114,0.15012384951114655,0.29574528336524963,0.30419260263442993,63,20.8
250,jitter,20,2,5000,5250,0.4372885525226593,0.152074933052063,0.3000616133213043,0.295149564743042,13,21.0
250,gaussiana,20,0,5000,5250,0.44546982645988464,0.14934319257736206,0.30042141675949097,0.30781090259552,85,21.2
250,gaussiana,20,1,5000,5250,0.7111586928367615,0.21888573467731476,0.35631802678108215,-0.0145111083984375,33,20.9
250,gaussiana,20,2,5000,5250,0.6737805008888245,0.20218418538570404,0.3402094841003418,0.06289875507354736,65,21.0
250,block_bootstrap,20,0,5000,5250,0.4699033200740814,0.1537034809589386,0.3090551495552063,0.28760141134262085,76,20.6
250,block_bootstrap,20,1,5000,5250,0.5745448470115662,0.17978286743164062,0.32154688239097595,0.16672635078430176,69,20.4
250,block_bootstrap,20,2,5000,5250,0.6479300856590271,0.20675551891326904,0.3439265787601471,0.04171109199523926,154,20.5
250,vae,20,0,5000,5250,0.4959985315799713,0.15687011182308197,0.31412965059280396,0.27292442321777344,77,21.6
250,vae,20,1,5000,5250,0.560457706451416,0.1844858080148697,0.32609307765960693,0.14492875337600708,120,22.2
250,vae,20,2,5000,5250,0.5495516657829285,0.1775212585926056,0.3166539669036865,0.17720866203308105,67,22.3
250,wgan_gp,20,0,5000,5250,0.5555322170257568,0.16907860338687897,0.32205313444137573,0.21633940935134888,125,27.5
250,wgan_gp,20,1,5000,5250,0.5636390447616577,0.19471459090709686,0.3427334725856781,0.09751945734024048,250,26.8
250,wgan_gp,20,2,5000,5250,0.5713544487953186,0.17466244101524353,0.31688573956489563,0.19045895338058472,88,26.5
250,realnvp,20,0,5000,5250,0.6848620772361755,0.21825255453586578,0.3649781346321106,-0.011576414108276367,0,26.6
250,realnvp,20,1,5000,5250,0.4827113151550293,0.1660390943288803,0.3143513798713684,0.23042720556259155,33,25.7
250,realnvp,20,2,5000,5250,0.524726152420044,0.1669120043516159,0.321329802274704,0.2263813614845276,22,26.7
250,jitter,30,0,7500,7750,0.4404277205467224,0.14671394228935242,0.30129724740982056,0.3199971318244934,14,27.0
250,jitter,30,1,7500,7750,0.42052197456359863,0.14997968077659607,0.29472705721855164,0.30486083030700684,35,27.2
250,jitter,30,2,7500,7750,0.5090818405151367,0.1725975126028061,0.3158097565174103,0.2000296711921692,18,26.7
250,gaussiana,30,0,7500,7750,0.44951269030570984,0.1491345763206482,0.2994871437549591,0.3087778091430664,69,27.1
250,gaussiana,30,1,7500,7750,0.6973820328712463,0.21700119972229004,0.3547869026660919,-0.005776524543762207,15,27.1
250,gaussiana,30,2,7500,7750,0.6540142893791199,0.20220030844211578,0.34001705050468445,0.06282401084899902,43,27.1
