n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos
1000,realnvp,10,1,10000,11000,0.41414618492126465,0.15862900018692017,0.29684892296791077,0.3195189833641052,29,40.4
1000,realnvp,10,2,10000,11000,0.47681766748428345,0.16510359942913055,0.3156410753726959,0.29174453020095825,21,39.0
1000,block_bootstrap,10,0,10000,11000,0.44278231263160706,0.16409769654273987,0.3038526177406311,0.29605960845947266,17,37.9
1000,block_bootstrap,10,1,10000,11000,0.47138711810112,0.16760337352752686,0.3096775412559509,0.2810210585594177,23,37.1
1000,block_bootstrap,10,2,10000,11000,0.42975494265556335,0.1559094339609146,0.30515187978744507,0.3311852812767029,22,38.2
1000,gaussiana,10,0,10000,11000,0.5283566117286682,0.18787379562854767,0.32432448863983154,0.19406574964523315,8,36.9
1000,gaussiana,10,1,10000,11000,0.5600135922431946,0.19333362579345703,0.32758909463882446,0.1706443428993225,21,38.3
1000,gaussiana,10,2,10000,11000,0.4523463845252991,0.16924816370010376,0.31090837717056274,0.2739652991294861,10,36.1
1000,jitter,30,0,30000,31000,0.41247284412384033,0.15149468183517456,0.2892524003982544,0.3501235246658325,4,100.6
1000,jitter,30,1,30000,31000,0.3893490135669708,0.14555764198303223,0.28164753317832947,0.37559205293655396,4,102.0
1000,jitter,30,2,30000,31000,0.38778284192085266,0.14517195522785187,0.2900558114051819,0.37724655866622925,4,101.7
1000,realnvp,30,0,30000,31000,0.4271770119667053,0.1568358689546585,0.29919588565826416,0.3272111415863037,11,95.3
1000,realnvp,30,1,30000,31000,0.42473310232162476,0.16747453808784485,0.30509263277053833,0.28157371282577515,10,100.7
1000,realnvp,30,2,30000,31000,0.467835396528244,0.1658366471529007,0.3125276267528534,0.2885999083518982,14,98.7
1000,block_bootstrap,30,0,30000,31000,0.45756030082702637,0.16843381524085999,0.3088904619216919,0.27745866775512695,17,92.6
1000,block_bootstrap,30,1,30000,31000,0.47569775581359863,0.16535140573978424,0.3118435740470886,0.29068148136138916,16,93.6
1000,block_bootstrap,30,2,30000,31000,0.43327564001083374,0.15455597639083862,0.3036439120769501,0.3369913101196289,23,104.4
1000,gaussiana,30,0,30000,31000,0.675243079662323,0.22906102240085602,0.36080485582351685,0.017382264137268066,1,100.5
1000,gaussiana,30,1,30000,31000,0.5892103314399719,0.2051101177930832,0.3454433083534241,0.12012594938278198,2,94.2
1000,gaussiana,30,2,30000,31000,0.4954603612422943,0.18361622095108032,0.3220997154712677,0.21232974529266357,3,94.3
