n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos,receta
1000,gaussiana,5.0,0,5000,6000,0.6013475060462952,0.2175588011741638,0.3475130200386047,0.0667240619659423,43,11.8,f16761a9
1000,gaussiana,5.0,1,5000,6000,0.5770966410636902,0.2046189606189727,0.3340993523597717,0.1222329139709472,50,11.8,f16761a9
1000,gaussiana,5.0,2,5000,6000,0.4436795711517334,0.1694021970033645,0.3104089498519897,0.2733045220375061,18,11.8,f16761a9
1000,block_bootstrap,5.0,0,5000,6000,0.4852036535739898,0.1732380986213684,0.3109895884990692,0.2568494081497192,85,11.9,f16761a9
1000,block_bootstrap,5.0,1,5000,6000,0.4640361666679382,0.1619013249874115,0.3056163787841797,0.305481493473053,67,12.0,f16761a9
1000,block_bootstrap,5.0,2,5000,6000,0.4381237626075744,0.1530255675315857,0.3010482788085937,0.3435564041137695,88,11.9,f16761a9
1000,vae,5.0,0,5000,6000,0.4504883289337158,0.1662252694368362,0.3001904189586639,0.2869328260421753,78,12.0,f16761a9
1000,vae,5.0,1,5000,6000,0.5013511776924133,0.1801846027374267,0.3131652474403381,0.2270505428314209,43,12.0,f16761a9
1000,vae,5.0,2,5000,6000,0.4474459886550903,0.1695610284805297,0.3086622357368469,0.2726231813430786,23,12.1,f16761a9
1000,realnvp,5.0,0,5000,6000,0.4214057028293609,0.1505784690380096,0.2881319224834442,0.3540539145469665,35,12.3,f16761a9
1000,realnvp,5.0,1,5000,6000,0.4013496339321136,0.1495675891637802,0.2920869886875152,0.3583903312683105,64,12.4,f16761a9
1000,realnvp,5.0,2,5000,6000,0.4684761166572571,0.1683025956153869,0.3135997653007507,0.2780215740203857,16,12.3,f16761a9
3000,ninguno,0.0,0,0,3000,0.4568860232830047,0.1602382808923721,0.302137017250061,0.3126155734062195,90,7.2,f16761a9
3000,ninguno,0.0,1,0,3000,0.4010342061519623,0.1521978974342346,0.2925881743431091,0.34710693359375,92,7.1,f16761a9
3000,ninguno,0.0,2,0,3000,0.3909943401813507,0.1505052298307418,0.2902558445930481,0.3543680906295776,64,7.1,f16761a9
3000,jitter,0.25,0,750,3750,0.4446198046207428,0.1556812971830368,0.2983555793762207,0.33216392993927,91,8.3,f16761a9
3000,jitter,0.25,1,750,3750,0.3854428231716156,0.1460406333208084,0.2869130671024322,0.3735201358795166,96,8.3,f16761a9
3000,jitter,0.25,2,750,3750,0.3763134181499481,0.147315040230751,0.2862673997879028,0.3680531978607178,78,8.3,f16761a9
3000,gaussiana,0.25,0,750,3750,0.4541113674640655,0.1635176837444305,0.3055221438407898,0.2985476851463318,36,8.3,f16761a9
3000,gaussiana,0.25,1,750,3750,0.453925758600235,0.170787826180458,0.3076868951320648,0.267360508441925,21,8.3,f16761a9
3000,gaussiana,0.25,2,750,3750,0.3994058966636657,0.1557584404945373,0.2943913340568542,0.331833004951477,55,8.3,f16761a9
3000,block_bootstrap,0.25,0,750,3750,0.4398189485073089,0.1626654863357544,0.3053837418556213,0.3022034168243408,70,8.3,f16761a9
3000,block_bootstrap,0.25,1,750,3750,0.3848524689674377,0.1438494622707367,0.2847529947757721,0.3829197287559509,85,8.3,f16761a9
3000,block_bootstrap,0.25,2,750,3750,0.3817539513111114,0.1464456617832183,0.2852719724178314,0.3717826604843139,76,8.3,f16761a9
