brazo,fit_seed,sample_seed,n_fit,n_synth,training_seconds,sampling_seconds,n_train,val_mse,val_mae,val_r2,epoca_mejor,segundos
diffusion_ts_path81,42,1042,101151,102406,42.060988199998974,55.5563550000079,92165,0.1031848490238189,0.2425791770219802,0.4633054733276367,41,155.14107251167297
diffusion_ts_path81,43,1043,101151,102406,43.02231080000638,55.29969070000516,92165,0.1020666137337684,0.2407265305519104,0.4691217541694641,73,155.69346928596497
diffusion_ts_path81,44,1044,101151,102406,42.70261799999571,55.37143499999365,92165,0.10490967333316803,0.24626928567886353,0.4543341398239136,91,154.81393337249756
