step,loss,temporal,spectral,lr
0,0.7856341004371643,0.730368971824646,0.5526514649391174,1.0000000000000002e-06
1,0.801908016204834,0.7456225156784058,0.5628553032875061,2.0000000000000003e-06
2,0.7408750057220459,0.6893910765647888,0.5148391723632812,3e-06
3,0.7686508297920227,0.7143980264663696,0.5425282716751099,4.000000000000001e-06
4,0.7845043540000916,0.7295775413513184,0.549268364906311,5e-06
5,0.7816641330718994,0.7266355156898499,0.5502859950065613,6e-06
6,0.7989735007286072,0.7424648404121399,0.5650864243507385,7.000000000000001e-06
7,0.7424518465995789,0.6905695796012878,0.5188229084014893,8.000000000000001e-06
8,0.7644323110580444,0.7106322646141052,0.5380005836486816,9e-06
9,0.7912819385528564,0.7352638840675354,0.5601807236671448,1e-05
10,0.788212776184082,0.7314613461494446,0.5675144791603088,1.1000000000000001e-05
11,0.7229931354522705,0.6719316840171814,0.5106143355369568,1.2e-05
12,0.7822505831718445,0.72645103931427,0.5579954981803894,1.3000000000000001e-05
13,0.7617742419242859,0.7079212069511414,0.5385302901268005,1.4000000000000001e-05
14,0.7885981798171997,0.7325243949890137,0.5607376098632812,1.5e-05
15,0.7694528698921204,0.7149853110313416,0.5446756482124329,1.6000000000000003e-05
16,0.74040687084198,0.6873385906219482,0.5306831002235413,1.7000000000000003e-05
17,0.7644841074943542,0.7095813155174255,0.5490281581878662,1.8e-05
18,0.7253910303115845,0.6740395426750183,0.5135148763656616,1.9e-05
19,0.7795253992080688,0.7242640852928162,0.552613377571106,2e-05
20,0.7525395750999451,0.6984293460845947,0.5411022901535034,2.1e-05
21,0.6960712671279907,0.6462386250495911,0.4983261525630951,2.2000000000000003e-05
22,0.7529127597808838,0.6991719603538513,0.5374077558517456,2.3000000000000003e-05
23,0.7341874241828918,0.68145352602005,0.5273389220237732,2.4e-05
24,0.746195912361145,0.6937826871871948,0.5241319537162781,2.5e-05
25,0.7311384677886963,0.6794829964637756,0.5165547728538513,2.6000000000000002e-05
26,0.7260481119155884,0.6742265820503235,0.518215537071228,2.7000000000000002e-05
27,0.6850059628486633,0.6359043717384338,0.4910157322883606,2.8000000000000003e-05
28,0.7375621795654297,0.6848409175872803,0.5272125601768494,2.9e-05
29,0.6888548731803894,0.6399567127227783,0.4889817535877228,3e-05
30,0.7331867218017578,0.6809805035591125,0.5220618844032288,3.1e-05
31,0.7354323863983154,0.6818247437477112,0.5360766649246216,3.2000000000000005e-05
32,0.7260041236877441,0.6734920144081116,0.52512127161026,3.3e-05
33,0.7386614084243774,0.6843190789222717,0.5434235334396362,3.4000000000000007e-05
34,0.7095979452133179,0.6575843095779419,0.5201366543769836,3.5e-05
35,0.7049498558044434,0.6538720726966858,0.5107777714729309,3.6e-05
36,0.7201051115989685,0.6678730845451355,0.5223205089569092,3.7e-05
37,0.6637892723083496,0.6161653399467468,0.47623953223228455,3.8e-05
38,0.6886825561523438,0.6378435492515564,0.5083900094032288,3.9000000000000006e-05
39,0.7226941585540771,0.6699434518814087,0.5275068283081055,4e-05
40,0.7176805138587952,0.6650867462158203,0.5259378552436829,4.1e-05
41,0.6963340640068054,0.6459881067276001,0.5034593343734741,4.2e-05
42,0.674963116645813,0.6264049410820007,0.48558181524276733,4.3e-05
43,0.7234410047531128,0.6707035899162292,0.5273741483688354,4.4000000000000006e-05
44,0.6397393345832825,0.5925913453102112,0.47148004174232483,4.5e-05
45,0.6588934659957886,0.6109999418258667,0.4789351224899292,4.600000000000001e-05
46,0.6141424775123596,0.5695840120315552,0.4455844461917877,4.7e-05
47,0.6900487542152405,0.6393788456916809,0.5066990256309509,4.8e-05
48,0.7180525064468384,0.6654868125915527,0.5256572365760803,4.9e-05
49,0.6498929262161255,0.6024074554443359,0.47485464811325073,5e-05
50,0.6681363582611084,0.6192195415496826,0.489168256521225,5.1000000000000006e-05
51,0.6551039814949036,0.607533872127533,0.4757009744644165,5.2000000000000004e-05
52,0.672282874584198,0.6228346824645996,0.4944816827774048,5.300000000000001e-05
53,0.6519283652305603,0.6035085916519165,0.48419755697250366,5.4000000000000005e-05
54,0.6564284563064575,0.6079603433609009,0.48468098044395447,5.500000000000001e-05
55,0.659684419631958,0.61146479845047,0.4821964204311371,5.6000000000000006e-05
56,0.6562142968177795,0.608792781829834,0.47421541810035706,5.6999999999999996e-05
57,0.680628776550293,0.6295314431190491,0.5109734535217285,5.8e-05
58,0.6430460810661316,0.5964329838752747,0.4661308526992798,5.9e-05
59,0.6394037008285522,0.5917782187461853,0.4762548506259918,6e-05
60,0.6297376155853271,0.5845301747322083,0.4520745575428009,6.1e-05
61,0.6314354538917542,0.5845975279808044,0.46837911009788513,6.2e-05
62,0.6606616377830505,0.6120162606239319,0.4864538908004761,6.3e-05
