step,loss,temporal,spectral,lr
0,1.0339361429214478,0.973039448261261,0.6089673042297363,1.0000000000000002e-06
1,1.0144678354263306,0.9561053514480591,0.5836249589920044,2.0000000000000003e-06
2,1.013110876083374,0.9539653658866882,0.5914551019668579,3e-06
3,1.0003613233566284,0.9426729083061218,0.5768840909004211,4.000000000000001e-06
4,1.0166767835617065,0.9573398232460022,0.59336918592453,5e-06
5,0.9914529919624329,0.9333969950675964,0.5805599689483643,6e-06
6,0.9802959561347961,0.9228674173355103,0.5742853283882141,7.000000000000001e-06
7,1.0183433294296265,0.9577953219413757,0.6054801940917969,8.000000000000001e-06
8,0.9897739887237549,0.929887592792511,0.5988642573356628,9e-06
9,0.977493941783905,0.9178417921066284,0.5965213775634766,1e-05
10,0.9441744685173035,0.8868063688278198,0.5736808180809021,1.1000000000000001e-05
11,0.9709893465042114,0.9111810326576233,0.5980828404426575,1.2e-05
12,0.9307629466056824,0.8729847073554993,0.5777822732925415,1.3000000000000001e-05
13,0.8972123861312866,0.8415793180465698,0.5563308000564575,1.4000000000000001e-05
14,0.8793738484382629,0.8243630528450012,0.5501081347465515,1.5e-05
15,0.964655339717865,0.9020794630050659,0.6257586479187012,1.6000000000000003e-05
16,0.8653783202171326,0.8096221089363098,0.5575622916221619,1.7000000000000003e-05
17,0.8545658588409424,0.7990698218345642,0.5549606680870056,1.8e-05
18,0.8237899541854858,0.7691375613212585,0.546523928642273,1.9e-05
19,0.8253107666969299,0.769145667552948,0.561650812625885,2e-05
20,0.8259061574935913,0.7697216868400574,0.5618448257446289,2.1e-05
21,0.7794483304023743,0.7257986068725586,0.5364970564842224,2.2000000000000003e-05
22,0.8118654489517212,0.7553157806396484,0.5654969811439514,2.3000000000000003e-05
23,0.7320337295532227,0.6806186437606812,0.5141509771347046,2.4e-05
24,0.7830137610435486,0.7275499105453491,0.5546386241912842,2.5e-05
25,0.7106028199195862,0.6597231030464172,0.5087970495223999,2.6000000000000002e-05
26,0.6886271834373474,0.6382794976234436,0.5034769177436829,2.7000000000000002e-05
27,0.7407945990562439,0.6868870258331299,0.5390758514404297,2.8000000000000003e-05
28,0.7014197111129761,0.6505122184753418,0.5090749859809875,2.9e-05
29,0.7022379040718079,0.6511600613594055,0.5107784271240234,3e-05
30,0.6837126016616821,0.6346007585525513,0.49111825227737427,3.1e-05
31,0.6928853988647461,0.642204225063324,0.5068114399909973,3.2000000000000005e-05
32,0.7179754972457886,0.6661900877952576,0.517853856086731,3.3e-05
33,0.7070848345756531,0.6555888652801514,0.5149597525596619,3.4000000000000007e-05
