step,loss,temporal,spectral,lr
0,0.9808827638626099,0.918779730796814,0.6210302114486694,1.0000000000000002e-06
1,0.9163655042648315,0.8593522906303406,0.5701319575309753,2.0000000000000003e-06
2,0.948814332485199,0.8885951638221741,0.6021917462348938,3e-06
3,0.9420091509819031,0.8824340105056763,0.5957514643669128,4.000000000000001e-06
4,0.9267394542694092,0.8684279322624207,0.58311527967453,5e-06
5,0.9553894996643066,0.893843948841095,0.6154557466506958,6e-06
6,0.9273229241371155,0.8693230748176575,0.579998254776001,7.000000000000001e-06
7,0.9166734218597412,0.859092652797699,0.5758075714111328,8.000000000000001e-06
8,0.9179682731628418,0.8600999712944031,0.5786833167076111,9e-06
9,0.9241349697113037,0.8649704456329346,0.591645359992981,1e-05
10,0.9126449823379517,0.8532706499099731,0.5937432050704956,1.1000000000000001e-05
11,0.9016011357307434,0.8430429100990295,0.5855821967124939,1.2e-05
12,0.8876564502716064,0.830399751663208,0.5725671052932739,1.3000000000000001e-05
13,0.8977885842323303,0.8388472199440002,0.5894134640693665,1.4000000000000001e-05
14,0.8311877250671387,0.7780919075012207,0.5309581160545349,1.5e-05
15,0.8671701550483704,0.8112621307373047,0.5590804219245911,1.6000000000000003e-05
16,0.8687864542007446,0.811188280582428,0.5759819746017456,1.7000000000000003e-05
17,0.889109194278717,0.8299183249473572,0.5919085741043091,1.8e-05
18,0.8660132884979248,0.8085137605667114,0.5749951004981995,1.9e-05
19,0.8245612978935242,0.7689326405525208,0.556286633014679,2e-05
20,0.8121480345726013,0.7574349641799927,0.5471304655075073,2.1e-05
21,0.8037791848182678,0.7497174143791199,0.5406175255775452,2.2000000000000003e-05
22,0.8018904328346252,0.7476224899291992,0.5426795482635498,2.3000000000000003e-05
23,0.7981974482536316,0.7433408498764038,0.5485657453536987,2.4e-05
24,0.802639365196228,0.7486414909362793,0.5399786829948425,2.5e-05
25,0.7578830122947693,0.7058992981910706,0.5198370814323425,2.6000000000000002e-05
26,0.7665094137191772,0.7141976952552795,0.523116946220398,2.7000000000000002e-05
27,0.7819457650184631,0.7285821437835693,0.5336362719535828,2.8000000000000003e-05
28,0.7539719343185425,0.7025302052497864,0.5144174695014954,2.9e-05
29,0.7769525647163391,0.7228478789329529,0.5410468578338623,3e-05
30,0.7540887594223022,0.7012327313423157,0.5285601019859314,3.1e-05
31,0.7310234308242798,0.6798688769340515,0.5115453600883484,3.2000000000000005e-05
32,0.7456038594245911,0.6933156847953796,0.5228815078735352,3.3e-05
33,0.7314766049385071,0.6799191236495972,0.5155748128890991,3.4000000000000007e-05
34,0.7231451272964478,0.6721054911613464,0.5103963017463684,3.5e-05
35,0.7257346510887146,0.6748557686805725,0.5087889432907104,3.6e-05
36,0.7128883600234985,0.6626898050308228,0.5019855499267578,3.7e-05
37,0.7029913067817688,0.6531708240509033,0.4982050955295563,3.8e-05
38,0.7463919520378113,0.6928662657737732,0.5352566838264465,3.9000000000000006e-05
39,0.7140340805053711,0.6632097959518433,0.5082426071166992,4e-05
40,0.7424225807189941,0.689460039138794,0.529625654220581,4.1e-05
41,0.6878036260604858,0.6391661167144775,0.4863748848438263,4.2e-05
42,0.7192016839981079,0.6686420440673828,0.505596399307251,4.3e-05
43,0.6944831609725952,0.6451144218444824,0.49368733167648315,4.4000000000000006e-05
44,0.6962966322898865,0.6464810967445374,0.4981553852558136,4.5e-05
45,0.6992202401161194,0.6494536399841309,0.4976661801338196,4.600000000000001e-05
46,0.6797512769699097,0.6302549839019775,0.49496304988861084,4.7e-05
47,0.6603034734725952,0.6138656139373779,0.46437856554985046,4.8e-05
48,0.7102892994880676,0.6589787006378174,0.5131057500839233,4.9e-05
49,0.6529236435890198,0.6067509651184082,0.46172699332237244,5e-05
50,0.6796746850013733,0.6307580471038818,0.48916661739349365,5.1000000000000006e-05
51,0.7272046208381653,0.6761218905448914,0.5108270645141602,5.2000000000000004e-05
52,0.6585671901702881,0.6114880442619324,0.4707912802696228,5.300000000000001e-05
53,0.6623198986053467,0.6147274374961853,0.4759243130683899,5.4000000000000005e-05
54,0.6813690066337585,0.6322745680809021,0.49094438552856445,5.500000000000001e-05
55,0.6779001951217651,0.6294335126876831,0.48466673493385315,5.6000000000000006e-05
56,0.7145978212356567,0.6627441048622131,0.5185374617576599,5.6999999999999996e-05
57,0.6980962753295898,0.6480167508125305,0.500795304775238,5.8e-05
58,0.6858699917793274,0.637518048286438,0.48351919651031494,5.9e-05
59,0.6594364047050476,0.6124538779258728,0.46982499957084656,6e-05
60,0.7221440076828003,0.6702067255973816,0.5193731188774109,6.1e-05
61,0.6473751664161682,0.6005638837814331,0.4681127667427063,6.2e-05
62,0.659619152545929,0.6125007271766663,0.4711841344833374,6.3e-05
63,0.6551141738891602,0.6080388426780701,0.47075343132019043,6.400000000000001e-05
64,0.6395524740219116,0.5938782691955566,0.4567417800426483,6.500000000000001e-05
65,0.6461164355278015,0.5987951755523682,0.4732126295566559,6.6e-05
66,0.6609569787979126,0.6131267547607422,0.4783019423484802,6.7e-05
67,0.6133942604064941,0.5696675777435303,0.43726709485054016,6.800000000000001e-05
68,0.6255384683609009,0.5798473358154297,0.4569111466407776,6.9e-05
69,0.6354700922966003,0.5896998643875122,0.45770224928855896,7e-05
70,0.6295357346534729,0.5844019055366516,0.4513382315635681,7.1e-05
71,0.6801201701164246,0.631272554397583,0.48847609758377075,7.2e-05
72,0.6715252995491028,0.6229028701782227,0.4862242043018341,7.3e-05
73,0.6442301273345947,0.5977150201797485,0.4651511609554291,7.4e-05
74,0.6159284710884094,0.5711888670921326,0.4473958909511566,7.500000000000001e-05
75,0.6072492003440857,0.5645852088928223,0.4266399145126343,7.6e-05
76,0.6372538208961487,0.5908094048500061,0.46444395184516907,7.7e-05
77,0.6556826233863831,0.6079975962638855,0.47685036063194275,7.800000000000001e-05
78,0.6262471079826355,0.5816004872322083,0.4464663565158844,7.900000000000001e-05
79,0.6281552314758301,0.582880973815918,0.4527427852153778,8e-05
80,0.6233252882957458,0.5782123804092407,0.4511289894580841,8.1e-05
81,0.6133009195327759,0.5685093998908997,0.44791489839553833,8.2e-05
82,0.6074890494346619,0.5631232857704163,0.44365745782852173,8.3e-05
83,0.6461610198020935,0.59974604845047,0.464149534702301,8.4e-05
84,0.6180441975593567,0.5718672871589661,0.4617690145969391,8.5e-05
85,0.6412503123283386,0.5960327386856079,0.4521755576133728,8.6e-05
86,0.6075149774551392,0.5635140538215637,0.44000908732414246,8.7e-05
87,0.617125928401947,0.5726433396339417,0.4448261260986328,8.800000000000001e-05
88,0.5706078410148621,0.5291143655776978,0.41493484377861023,8.900000000000001e-05
89,0.6275487542152405,0.582048237323761,0.45500537753105164,9e-05
90,0.5886404514312744,0.5460852384567261,0.425552099943161,9.1e-05
91,0.6215385794639587,0.5773417949676514,0.4419677257537842,9.200000000000001e-05
92,0.5829036235809326,0.5414900183677673,0.41413629055023193,9.300000000000001e-05
93,0.6096375584602356,0.5656248927116394,0.4401264190673828,9.4e-05
94,0.6137247085571289,0.5696435570716858,0.44081181287765503,9.5e-05
95,0.6307207345962524,0.5852673649787903,0.4545336067676544,9.6e-05
96,0.5797570943832397,0.5386254787445068,0.4113161563873291,9.7e-05
97,0.6106895804405212,0.5666905641555786,0.43999043107032776,9.8e-05
98,0.5804199576377869,0.5386099815368652,0.41809967160224915,9.900000000000001e-05
99,0.6149488687515259,0.5709355473518372,0.4401332139968872,0.0001
100,0.5648499727249146,0.5248333215713501,0.40016648173332214,0.000101
101,0.615638792514801,0.5713009238243103,0.44337859749794006,0.00010200000000000001
102,0.5719548463821411,0.5310155749320984,0.4093930125236511,0.00010300000000000001
103,0.5409901142120361,0.5018326044082642,0.3915748596191406,0.00010400000000000001
104,0.5981457233428955,0.5550560355186462,0.43089717626571655,0.000105
