fit_seed,sample_seed,training_seconds,sampling_seconds,n_train,val_mse,val_mae,val_r2,epoca_mejor,segundos
42,1042,45.79910620000737,40.347284599993145,92165,0.1007729098200798,0.2434065192937851,0.4758506417274475,80,151.4631793498993
43,1043,46.52239299999201,40.1076955999888,92165,0.103998877108097,0.2457466274499893,0.4590714573860168,61,151.44660997390747
44,1044,46.3373322999978,40.149528299996746,92165,0.1092701107263565,0.25618019700050354,0.43165427446365356,74,151.26970887184143
