step,loss,temporal,spectral,lr
0,0.7434536814689636,0.6912766098976135,0.5217705368995667,1.0000000000000002e-06
1,0.7458781003952026,0.6928284168243408,0.5304967164993286,2.0000000000000003e-06
2,0.74689120054245,0.6943120360374451,0.525791585445404,3e-06
3,0.7354196310043335,0.6830434203147888,0.5237619280815125,4.000000000000001e-06
4,0.7298018932342529,0.6777657270431519,0.5203615427017212,5e-06
5,0.7374564409255981,0.6850367188453674,0.524196982383728,6e-06
6,0.7173038721084595,0.6667687296867371,0.5053514242172241,7.000000000000001e-06
7,0.7045145630836487,0.6542857885360718,0.5022875666618347,8.000000000000001e-06
8,0.7697303295135498,0.7157105207443237,0.5401979684829712,9e-06
9,0.7535737156867981,0.7000657916069031,0.5350791215896606,1e-05
10,0.7449497580528259,0.6921850442886353,0.5276468992233276,1.1000000000000001e-05
11,0.7184933423995972,0.6671097278594971,0.5138363242149353,1.2e-05
12,0.7352020144462585,0.6824049353599548,0.5279710292816162,1.3000000000000001e-05
13,0.7117994427680969,0.6619465351104736,0.4985288977622986,1.4000000000000001e-05
14,0.7459988594055176,0.6931304335594177,0.5286844372749329,1.5e-05
15,0.7425723075866699,0.6891729235649109,0.5339936017990112,1.6000000000000003e-05
16,0.7361845970153809,0.684023380279541,0.521612286567688,1.7000000000000003e-05
17,0.7416908740997314,0.6891952157020569,0.5249562859535217,1.8e-05
18,0.7296159267425537,0.6777443885803223,0.5187155604362488,1.9e-05
19,0.6987891793251038,0.6490452885627747,0.49743881821632385,2e-05
20,0.6939266324043274,0.6447393894195557,0.49187225103378296,2.1e-05
21,0.6866124272346497,0.6378623843193054,0.4875003397464752,2.2000000000000003e-05
22,0.7148356437683105,0.6640107035636902,0.5082494020462036,2.3000000000000003e-05
23,0.7182968854904175,0.6660776734352112,0.5221922397613525,2.4e-05
24,0.735744833946228,0.682755708694458,0.5298914909362793,2.5e-05
25,0.6899650692939758,0.6398720145225525,0.5009306073188782,2.6000000000000002e-05
26,0.6831692457199097,0.6332694888114929,0.4989975094795227,2.7000000000000002e-05
27,0.7057988047599792,0.6553173065185547,0.5048152208328247,2.8000000000000003e-05
28,0.6829751133918762,0.6337883472442627,0.49186769127845764,2.9e-05
29,0.6896940469741821,0.6407560110092163,0.4893800914287567,3e-05
30,0.687956690788269,0.6387978792190552,0.49158793687820435,3.1e-05
31,0.6853853464126587,0.6364484429359436,0.48936906456947327,3.2000000000000005e-05
32,0.6952626705169678,0.6454783082008362,0.4978433847427368,3.3e-05
33,0.6751950979232788,0.6268666386604309,0.4832843542098999,3.4000000000000007e-05
34,0.7047104239463806,0.6541147232055664,0.5059568881988525,3.5e-05
35,0.6827545166015625,0.633597195148468,0.4915729761123657,3.6e-05
36,0.6508430242538452,0.603667676448822,0.47175371646881104,3.7e-05
37,0.6626873016357422,0.6148923635482788,0.4779491722583771,3.8e-05
38,0.6904610395431519,0.6406211256980896,0.49839892983436584,3.9000000000000006e-05
39,0.6896288394927979,0.6404170393943787,0.492117702960968,4e-05
40,0.6486998200416565,0.6017428636550903,0.46956968307495117,4.1e-05
