step,loss,temporal,spectral,lr
0,1.0132458209991455,0.9425938129425049,0.7065200805664062,1.0000000000000002e-06
1,0.9607287049293518,0.8945655226707458,0.6616317629814148,2.0000000000000003e-06
2,0.9744093418121338,0.9073098301887512,0.6709948778152466,3e-06
3,0.9952002763748169,0.9253780245780945,0.6982224583625793,4.000000000000001e-06
4,0.9975594282150269,0.9281359910964966,0.6942344903945923,5e-06
5,0.9459406137466431,0.8800320029258728,0.659086287021637,6e-06
6,0.9936509132385254,0.9242116808891296,0.6943920254707336,7.000000000000001e-06
7,0.9581655263900757,0.8912590742111206,0.6690642833709717,8.000000000000001e-06
8,1.001723289489746,0.9304103255271912,0.713129460811615,9e-06
9,0.9414954781532288,0.8757283687591553,0.6576709747314453,1e-05
10,1.005264163017273,0.9349489808082581,0.7031518816947937,1.1000000000000001e-05
11,0.9756967425346375,0.9072973132133484,0.6839940547943115,1.2e-05
12,0.922027051448822,0.8571325540542603,0.6489447355270386,1.3000000000000001e-05
13,0.9440307021141052,0.8785344958305359,0.6549620032310486,1.4000000000000001e-05
14,0.9036626815795898,0.8401001691818237,0.6356249451637268,1.5e-05
15,0.8753467202186584,0.8146256804466248,0.6072105169296265,1.6000000000000003e-05
16,0.9475740194320679,0.8798127174377441,0.6776127219200134,1.7000000000000003e-05
17,0.9735658168792725,0.9045150279998779,0.6905078887939453,1.8e-05
18,0.8766088485717773,0.8154613375663757,0.611474871635437,1.9e-05
19,0.8472130298614502,0.7871882319450378,0.6002478003501892,2e-05
20,0.8874538540840149,0.8254441618919373,0.6200971603393555,2.1e-05
21,0.8488001823425293,0.7885677814483643,0.6023237705230713,2.2000000000000003e-05
22,0.929341733455658,0.8632650375366211,0.6607670187950134,2.3000000000000003e-05
23,0.881567120552063,0.8183627724647522,0.6320436000823975,2.4e-05
24,0.901078462600708,0.8370627164840698,0.6401576399803162,2.5e-05
25,0.8595869541168213,0.7981249094009399,0.6146202087402344,2.6000000000000002e-05
26,0.9738224744796753,0.903982937335968,0.6983951330184937,2.7000000000000002e-05
27,0.8699963092803955,0.8073839545249939,0.6261233687400818,2.8000000000000003e-05
28,0.8655728697776794,0.8032037019729614,0.6236917972564697,2.9e-05
29,0.8403268456459045,0.7802263498306274,0.6010047197341919,3e-05
30,0.8807040452957153,0.8161026835441589,0.6460139155387878,3.1e-05
31,0.8657062649726868,0.8029841780662537,0.6272210478782654,3.2000000000000005e-05
32,0.8424326777458191,0.7817854881286621,0.6064718961715698,3.3e-05
33,0.8447017669677734,0.7832922339439392,0.6140950322151184,3.4000000000000007e-05
34,0.8330791592597961,0.7727125287055969,0.6036662459373474,3.5e-05
35,0.8438937664031982,0.7828521728515625,0.6104159951210022,3.6e-05
36,0.8878151774406433,0.8244566917419434,0.6335846185684204,3.7e-05
37,0.8886700868606567,0.8248301148414612,0.6383995413780212,3.8e-05
38,0.8916703462600708,0.8276446461677551,0.6402570009231567,3.9000000000000006e-05
39,0.8416556715965271,0.780357301235199,0.6129838824272156,4e-05
40,0.8016347289085388,0.7439037561416626,0.5773097276687622,4.1e-05
41,0.7921448945999146,0.7344599366188049,0.5768498182296753,4.2e-05
42,0.8478567600250244,0.7855075597763062,0.6234917044639587,4.3e-05
43,0.8341160416603088,0.773904025554657,0.6021199822425842,4.4000000000000006e-05
44,0.8567032217979431,0.7939146161079407,0.627886176109314,4.5e-05
45,0.8212840557098389,0.7614695429801941,0.5981448888778687,4.600000000000001e-05
46,0.7827107310295105,0.7269850373268127,0.5572571158409119,4.7e-05
47,0.8430876135826111,0.7819127440452576,0.6117486357688904,4.8e-05
48,0.8112215995788574,0.7517193555831909,0.595022439956665,4.9e-05
49,0.8125359416007996,0.7539455890655518,0.5859034061431885,5e-05
50,0.8481633067131042,0.787151038646698,0.6101228594779968,5.1000000000000006e-05
51,0.7988278865814209,0.7406299710273743,0.5819792151451111,5.2000000000000004e-05
52,0.8011693954467773,0.7426159977912903,0.5855342149734497,5.300000000000001e-05
53,0.8562051653862,0.794949471950531,0.6125571131706238,5.4000000000000005e-05
54,0.8484272360801697,0.786673367023468,0.6175386309623718,5.500000000000001e-05
55,0.8278619647026062,0.7669891119003296,0.6087286472320557,5.6000000000000006e-05
56,0.7586802244186401,0.7034283876419067,0.5525185465812683,5.6999999999999996e-05
57,0.7935017347335815,0.7365627288818359,0.5693897604942322,5.8e-05
58,0.7871594429016113,0.730136513710022,0.5702292323112488,5.9e-05
59,0.8189421892166138,0.7588313817977905,0.6011078953742981,6e-05
60,0.8458858728408813,0.7845637798309326,0.6132211089134216,6.1e-05
61,0.7897789478302002,0.7320328950881958,0.5774602293968201,6.2e-05
62,0.7837963700294495,0.7271543741226196,0.5664200782775879,6.3e-05
63,0.8207701444625854,0.7611163854598999,0.5965378284454346,6.400000000000001e-05
64,0.8196132183074951,0.7591455578804016,0.6046763062477112,6.500000000000001e-05
65,0.8187597990036011,0.7584536075592041,0.6030616760253906,6.6e-05
66,0.7752084732055664,0.7193647027015686,0.5584380030632019,6.7e-05
67,0.7606449127197266,0.7056131958961487,0.5503170490264893,6.800000000000001e-05
68,0.8457962870597839,0.783988356590271,0.618079423904419,6.9e-05
69,0.8164752721786499,0.7563923597335815,0.6008289456367493,7e-05
