n_real,generador,ratio,test_r2_media,test_r2_sd,test_mse_media,n_train,n_seeds
1000,jitter,0.75,0.3150935769081116,0.03448525189689372,0.15966062247753135,1750,3
1000,jitter,1.0,0.3168233036994934,0.04804509745877653,0.15925740202267966,2000,3
1000,jitter,3.0,0.36424330870310456,0.03159069248248641,0.14820317924022675,4000,3
1000,jitter,5.0,0.37407130002975464,0.03257513438037675,0.14591214557488755,6000,3
1000,ninguno,0.0,0.1994465390841166,0.16137933318282294,0.18661946058273315,1000,3
1000,realnvp,0.25,0.306311547756195,0.05053759207199014,0.16170782844225562,1250,3
1000,realnvp,0.5,0.305372953414917,0.02698188332376943,0.1619266271591186,1500,3
1000,realnvp,0.75,0.305351177851359,0.039276774642102316,0.16193170348803199,1750,3
1000,realnvp,1.0,0.30379541714986164,0.041612162716725846,0.1622943778832753,2000,3
1000,realnvp,3.0,0.3462701241175334,0.028452304542365733,0.1523929635683695,4000,3
1000,realnvp,5.0,0.3301552732785542,0.04520114020963586,0.15614955127239225,6000,3
1000,vae,0.25,0.29476116100947064,0.05617080983345265,0.1644003788630167,1250,3
1000,vae,0.5,0.29094018538792926,0.05315861297377067,0.16529109577337897,1500,3
1000,vae,0.75,0.2630353967348734,0.05129786167418782,0.17179606358210242,1750,3
1000,vae,1.0,0.2635011275609334,0.05179860258793246,0.17168749868869781,2000,3
1000,vae,3.0,0.2649027506510417,0.012393253700517791,0.1713607609272003,4000,3
1000,vae,5.0,0.2622021834055583,0.03127171020496963,0.1719903002182642,6000,3
3000,block_bootstrap,0.25,0.3523019353548686,0.04374248211563902,0.1509868701299031,3750,3
3000,block_bootstrap,0.5,0.36557122071584064,0.040836390666639154,0.14789362748463944,4500,3
3000,block_bootstrap,0.75,0.37234880526860553,0.0343541209969817,0.14631368716557816,5250,3
3000,block_bootstrap,1.0,0.3553399642308553,0.04403921532732851,0.1502786626418431,6000,3
3000,block_bootstrap,3.0,0.35704082250595087,0.02815085886259204,0.14988217751185093,12000,3
3000,block_bootstrap,5.0,0.3569674491882324,0.0282623668651014,0.14989927907784775,18000,3
3000,diffusion_ts,0.25,0.3515918254852295,0.0279311537582348,0.15115240712960556,3750,3
3000,diffusion_ts,0.5,0.363760769367218,0.029698463997770767,0.1483156631390253,4500,3
3000,diffusion_ts,0.75,0.37649959325790405,0.031171667015408154,0.1453460852305094,5250,3
3000,diffusion_ts,1.0,0.38247984647750854,0.032553383083828574,0.14395200709501896,6000,3
3000,diffusion_ts,3.0,0.3960786859194438,0.018729148690140866,0.14078193902969358,12000,3
3000,diffusion_ts,5.0,0.4009323517481486,0.013289975316943146,0.13965048889319098,18000,3
3000,gaussiana,0.25,0.29924706617991126,0.03224193778165554,0.1633546501398086,3750,3
3000,gaussiana,0.5,0.26930457353591913,0.04912163032514684,0.17033464213212327,4500,3
3000,gaussiana,0.75,0.2531267007191976,0.07482935441801136,0.17410591244697568,5250,3
3000,gaussiana,1.0,0.2368281881014506,0.08202592304971072,0.1779053062200546,6000,3
3000,gaussiana,3.0,0.18567683299382529,0.048112866189767615,0.18982935945192966,12000,3
3000,gaussiana,5.0,0.15768865744272864,0.02121823929440956,0.1963537633419037,18000,3
3000,jitter,0.25,0.35791242122650146,0.022465761850020183,0.14967899024486542,3750,3
3000,jitter,0.5,0.3697420557339986,0.023821578699705682,0.14692135155200955,4500,3
3000,jitter,0.75,0.36927515268325806,0.025093798431490903,0.14703018963336942,5250,3
3000,jitter,1.0,0.37032357851664227,0.028906050780728658,0.14678578575452164,6000,3
3000,jitter,3.0,0.39033277829488117,0.05542555419815098,0.1421213845411936,12000,3
3000,jitter,5.0,0.3875210682551065,0.059546554301146394,0.1427768319845199,18000,3
3000,ninguno,0.0,0.33803019920984906,0.022307140200586485,0.15431380271911618,3000,3
3000,realnvp,0.25,0.35660354296366364,0.03730751767258006,0.14998411635557807,3750,3
3000,realnvp,0.5,0.37589867909749347,0.040323882872293666,0.145486166079839,4500,3
3000,realnvp,0.75,0.3710719148317973,0.04281741296785884,0.14661134282747904,5250,3
3000,realnvp,1.0,0.38951138655344647,0.040462873796445094,0.14231286446253452,6000,3
3000,realnvp,3.0,0.4153654972712198,0.04486111484133179,0.13628593583901719,12000,3
3000,realnvp,5.0,0.419455627600352,0.035414145555455544,0.13533247013886765,18000,3
3000,vae,0.25,0.3226833740870158,0.008724007362438632,0.15789134303728733,3750,3
3000,vae,0.5,0.31423445542653394,0.013970508325715378,0.15986089905103046,4500,3
3000,vae,0.75,0.3148431777954101,0.009471447751484282,0.15971900026003516,5250,3
3000,vae,1.0,0.3081854780515035,0.009430321811188178,0.16127099096775052,6000,3
3000,vae,3.0,0.2958422303199768,0.018663347631174047,0.16414836545785266,12000,3
3000,vae,5.0,0.27227691809336346,0.015023141719480819,0.16964174807071683,18000,3
