step,loss,temporal,spectral,lr
0,0.9003728032112122,0.8392894864082336,0.6108332276344299,1.0000000000000002e-06
1,0.8502794504165649,0.793562650680542,0.5671679377555847,2.0000000000000003e-06
2,0.8686079978942871,0.8099297285079956,0.5867827534675598,3e-06
3,0.8462293148040771,0.7886347770690918,0.575945258140564,4.000000000000001e-06
4,0.8613744974136353,0.8036194443702698,0.5775506496429443,5e-06
5,0.8523409366607666,0.7955634593963623,0.5677750706672668,6e-06
6,0.8405418992042542,0.7842844724655151,0.5625742077827454,7.000000000000001e-06
7,0.8352001905441284,0.7787498831748962,0.5645033121109009,8.000000000000001e-06
8,0.8745129704475403,0.8158422112464905,0.5867074131965637,9e-06
9,0.8139945268630981,0.759680986404419,0.5431353449821472,1e-05
10,0.8596789240837097,0.8018908500671387,0.5778807401657104,1.1000000000000001e-05
11,0.8639791011810303,0.8044508099555969,0.5952827334403992,1.2e-05
12,0.8569806814193726,0.7986328601837158,0.5834780931472778,1.3000000000000001e-05
13,0.8242927193641663,0.767586350440979,0.5670639276504517,1.4000000000000001e-05
14,0.8337708711624146,0.7770664095878601,0.5670443773269653,1.5e-05
15,0.8823308944702148,0.8219491243362427,0.603817880153656,1.6000000000000003e-05
16,0.8218935132026672,0.7655246257781982,0.5636890530586243,1.7000000000000003e-05
17,0.8186490535736084,0.7626580595970154,0.5599099397659302,1.8e-05
18,0.8238290548324585,0.7682991027832031,0.5552994608879089,1.9e-05
19,0.8284471035003662,0.771458089351654,0.5698903799057007,2e-05
20,0.7968871593475342,0.7422517538070679,0.5463539958000183,2.1e-05
21,0.8044753670692444,0.7493350505828857,0.5514034032821655,2.2000000000000003e-05
22,0.8263788223266602,0.7695682644844055,0.5681056380271912,2.3000000000000003e-05
23,0.7965068817138672,0.7414975166320801,0.5500935912132263,2.4e-05
24,0.7891142964363098,0.734126091003418,0.5498822927474976,2.5e-05
25,0.7785139083862305,0.7250692248344421,0.5344470739364624,2.6000000000000002e-05
26,0.7887285947799683,0.7333409190177917,0.5538769364356995,2.7000000000000002e-05
27,0.7482704520225525,0.696648359298706,0.5162208080291748,2.8000000000000003e-05
28,0.7525179386138916,0.7014015913009644,0.5111633539199829,2.9e-05
29,0.7507994771003723,0.6987308859825134,0.5206859707832336,3e-05
30,0.785167932510376,0.7310485243797302,0.5411937832832336,3.1e-05
31,0.7690006494522095,0.7144308686256409,0.5456975698471069,3.2000000000000005e-05
32,0.7631697654724121,0.7102868556976318,0.5288288593292236,3.3e-05
33,0.7137605547904968,0.6643502712249756,0.4941026270389557,3.4000000000000007e-05
34,0.7596509456634521,0.7067136764526367,0.5293726325035095,3.5e-05
35,0.7464106678962708,0.694337010383606,0.5207363367080688,3.6e-05
36,0.7589849233627319,0.7065858840942383,0.5239903926849365,3.7e-05
37,0.7321916818618774,0.6808788776397705,0.5131279230117798,3.8e-05
38,0.7358391284942627,0.6843286752700806,0.5151045322418213,3.9000000000000006e-05
39,0.7330866456031799,0.6823745965957642,0.5071205496788025,4e-05
40,0.717376172542572,0.6671718955039978,0.5020426511764526,4.1e-05
41,0.7376465201377869,0.6848973631858826,0.5274918079376221,4.2e-05
42,0.7388145923614502,0.6869401335716248,0.5187446475028992,4.3e-05
43,0.7226209044456482,0.6711710691452026,0.5144984126091003,4.4000000000000006e-05
44,0.7125096321105957,0.66217440366745,0.5033525824546814,4.5e-05
45,0.6955459117889404,0.6465027928352356,0.49043142795562744,4.600000000000001e-05
46,0.7103304266929626,0.659292459487915,0.5103796720504761,4.7e-05
47,0.6915631294250488,0.6422276496887207,0.4933549761772156,4.8e-05
48,0.6971189975738525,0.6474009156227112,0.4971808195114136,4.9e-05
49,0.706105649471283,0.6554906368255615,0.5061503052711487,5e-05
50,0.6836836338043213,0.6349047422409058,0.4877886474132538,5.1000000000000006e-05
51,0.6739832162857056,0.6262266635894775,0.47756537795066833,5.2000000000000004e-05
52,0.6759507656097412,0.6279370188713074,0.4801374077796936,5.300000000000001e-05
53,0.6702041625976562,0.6220917701721191,0.4811241328716278,5.4000000000000005e-05
54,0.6334132552146912,0.588567852973938,0.4484539330005646,5.500000000000001e-05
55,0.6415826082229614,0.5957424640655518,0.45840170979499817,5.6000000000000006e-05
56,0.6527815461158752,0.6067006587982178,0.460808664560318,5.6999999999999996e-05
57,0.635619044303894,0.5903088450431824,0.453102171421051,5.8e-05
58,0.6472991108894348,0.5997370481491089,0.4756205677986145,5.9e-05
59,0.6580501794815063,0.6107561588287354,0.47293999791145325,6e-05
60,0.6341787576675415,0.588836669921875,0.45342108607292175,6.1e-05
61,0.6559643745422363,0.6090695261955261,0.46894821524620056,6.2e-05
