n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos,receta
250,ninguno,0.0,0,0,250,0.4696522951126098,0.1768205761909485,0.3177157938480377,0.2414814233779907,52,5.1,f16761a9
250,ninguno,0.0,1,0,250,0.6680181622505188,0.2279849648475647,0.3629945516586303,0.0219982862472534,99,3.0,f16761a9
250,ninguno,0.0,2,0,250,0.5470349192619324,0.188638225197792,0.3334825038909912,0.1907864809036255,99,3.0,f16761a9
250,jitter,2.0,0,500,750,0.5862730145454407,0.2041965872049331,0.3354671001434326,0.1240448355674743,99,3.8,f16761a9
250,jitter,2.0,1,500,750,0.6671355366706848,0.2273515164852142,0.3624065518379211,0.0247156023979187,99,3.8,f16761a9
250,jitter,2.0,2,500,750,0.4899440407752991,0.1752241849899292,0.3201167285442352,0.2483295798301696,67,3.8,f16761a9
250,gaussiana,2.0,0,500,750,0.7718908786773682,0.2549547553062439,0.38339564204216,-0.0936957597732544,99,3.8,f16761a9
250,gaussiana,2.0,1,500,750,0.6846004724502563,0.2337038218975067,0.3723434209823608,-0.00253427028656,5,3.8,f16761a9
250,gaussiana,2.0,2,500,750,0.6247273087501526,0.2111196517944336,0.3510933518409729,0.0943464636802673,99,3.9,f16761a9
250,block_bootstrap,2.0,0,500,750,0.5654500126838684,0.1953172385692596,0.330970823764801,0.1621351242065429,73,4.0,f16761a9
250,block_bootstrap,2.0,1,500,750,0.6840348243713379,0.2334901541471481,0.3722932636737823,-0.0016176700592041,5,3.9,f16761a9
250,block_bootstrap,2.0,2,500,750,0.5848633646965027,0.1947450637817382,0.3373553454875946,0.1645895838737487,99,4.1,f16761a9
250,vae,2.0,0,500,750,0.5285210013389587,0.1863167583942413,0.3211051225662231,0.2007450461387634,60,4.0,f16761a9
250,vae,2.0,1,500,750,0.6857519149780273,0.2341236919164657,0.372562825679779,-0.0043354034423828,6,4.0,f16761a9
250,vae,2.0,2,500,750,0.6530047059059143,0.2221182286739349,0.3616989552974701,0.0471652150154113,99,3.9,f16761a9
250,realnvp,2.0,0,500,750,0.4554033577442169,0.1707196533679962,0.3092539608478546,0.2676529288291931,88,4.1,f16761a9
250,realnvp,2.0,1,500,750,0.6860559582710266,0.2342246621847152,0.3725712597370147,-0.0047686100006103,6,4.2,f16761a9
250,realnvp,2.0,2,500,750,0.6265804767608643,0.2138902842998504,0.3573620915412903,0.0824611186981201,99,4.1,f16761a9
250,jitter,4.0,0,1000,1250,0.5152246952056885,0.1863900870084762,0.3203494250774383,0.2004305124282837,42,4.6,f16761a9
250,jitter,4.0,1,1000,1250,0.5926862359046936,0.2062175571918487,0.337534099817276,0.1153753399848938,83,4.6,f16761a9
250,jitter,4.0,2,1000,1250,0.4539720714092254,0.169325590133667,0.306369811296463,0.2736331820487976,34,4.6,f16761a9
250,gaussiana,4.0,0,1000,1250,0.5159879922866821,0.1838762462139129,0.3190919160842895,0.2112143039703369,71,4.6,f16761a9
250,gaussiana,4.0,1,1000,1250,0.641018807888031,0.2208296209573745,0.3585281670093536,0.0526930093765258,99,4.7,f16761a9
250,gaussiana,4.0,2,1000,1250,0.5975614190101624,0.2063988298177719,0.3475807011127472,0.1145976781845092,99,4.7,f16761a9
250,block_bootstrap,4.0,0,1000,1250,0.571503221988678,0.1970200985670089,0.3332813084125519,0.1548302769660949,49,4.7,f16761a9
250,block_bootstrap,4.0,1,1000,1250,0.5927310585975647,0.2050369381904602,0.3494319021701813,0.1204398870468139,99,4.7,f16761a9
250,block_bootstrap,4.0,2,1000,1250,0.5250417590141296,0.1822871416807174,0.3283891081809997,0.2180311679840088,64,4.7,f16761a9
250,vae,4.0,0,1000,1250,0.7184293270111084,0.2386776208877563,0.3695351183414459,-0.0238707065582275,86,4.8,f16761a9
250,vae,4.0,1,1000,1250,0.6349903345108032,0.218319371342659,0.3586574196815491,0.063461422920227,99,4.8,f16761a9
250,vae,4.0,2,1000,1250,0.480363667011261,0.1744924485683441,0.313903272151947,0.2514685392379761,99,4.8,f16761a9
250,realnvp,4.0,0,1000,1250,0.4459762573242187,0.1691938936710357,0.3087394535541534,0.2741981148719787,43,4.9,f16761a9
250,realnvp,4.0,1,1000,1250,0.6693923473358154,0.2308284193277359,0.3729285299777984,0.0098005533218383,91,4.9,f16761a9
250,realnvp,4.0,2,1000,1250,0.5428166389465332,0.1900166869163513,0.3374280631542206,0.1848732233047485,53,4.9,f16761a9
250,jitter,12.0,0,3000,3250,0.4687620103359222,0.1753643006086349,0.3112940192222595,0.2477285265922546,58,7.9,f16761a9
250,jitter,12.0,1,3000,3250,0.4733238220214844,0.1801102757453918,0.3192774355411529,0.2273694276809692,59,7.9,f16761a9
250,jitter,12.0,2,3000,3250,0.4324007630348205,0.1572459191083908,0.3043946921825409,0.3254520893096924,36,7.9,f16761a9
250,gaussiana,12.0,0,3000,3250,0.5827611088752747,0.1982523053884506,0.331016480922699,0.149544358253479,53,7.9,f16761a9
250,gaussiana,12.0,1,3000,3250,0.5734825730323792,0.2024182379245758,0.3399504423141479,0.131673514842987,56,7.9,f16761a9
250,gaussiana,12.0,2,3000,3250,0.5005567073822021,0.1821441948413849,0.3219415545463562,0.218644380569458,99,7.9,f16761a9
250,block_bootstrap,12.0,0,3000,3250,0.556357741355896,0.1913700401782989,0.3274646699428558,0.1790676712989807,57,8.0,f16761a9
250,block_bootstrap,12.0,1,3000,3250,0.4879579842090606,0.1720134168863296,0.3147279322147369,0.2621030211448669,85,7.9,f16761a9
250,block_bootstrap,12.0,2,3000,3250,0.4878659546375274,0.1669696122407913,0.3227404057979584,0.2837397456169128,86,7.9,f16761a9
250,vae,12.0,0,3000,3250,0.7138372659683228,0.2350868433713913,0.3650048077106476,-0.0084670782089233,81,8.0,f16761a9
250,vae,12.0,1,3000,3250,0.5856482982635498,0.2054524421691894,0.3462296426296234,0.1186574697494506,69,8.0,f16761a9
250,vae,12.0,2,3000,3250,0.4956662058830261,0.1790022850036621,0.3194305300712585,0.2321224212646484,99,8.0,f16761a9
250,realnvp,12.0,0,3000,3250,0.4270008206367492,0.1570454388856887,0.2963389158248901,0.3263121247291565,69,8.2,f16761a9
250,realnvp,12.0,1,3000,3250,0.563824474811554,0.2006417363882064,0.3464326858520508,0.1392942667007446,82,8.2,f16761a9
250,realnvp,12.0,2,3000,3250,0.5309271216392517,0.1917512416839599,0.33979132771492,0.1774324178695678,22,8.2,f16761a9
250,jitter,28.0,0,7000,7250,0.4673475325107574,0.1734639257192611,0.3112965822219848,0.2558806538581848,8,14.4,f16761a9
250,jitter,28.0,1,7000,7250,0.450774610042572,0.1729457080364227,0.3122073411941528,0.2581037282943725,23,14.4,f16761a9
250,jitter,28.0,2,7000,7250,0.4287585914134979,0.154268741607666,0.3021859228610992,0.3382235169410705,19,14.4,f16761a9
250,gaussiana,28.0,0,7000,7250,0.6050494909286499,0.2086175978183746,0.3397810757160187,0.105079710483551,18,14.4,f16761a9
250,gaussiana,28.0,1,7000,7250,0.5877995491027832,0.2060108482837677,0.3415828049182892,0.1162620782852172,19,14.4,f16761a9
250,gaussiana,28.0,2,7000,7250,0.5744151473045349,0.1964279562234878,0.3368326723575592,0.157370388507843,56,14.4,f16761a9
250,block_bootstrap,28.0,0,7000,7250,0.513914167881012,0.1793086528778076,0.3161221742630005,0.2308081984519958,67,14.6,f16761a9
250,block_bootstrap,28.0,1,7000,7250,0.4880878925323486,0.1720261871814727,0.3161489963531494,0.2620482444763183,39,14.6,f16761a9
250,block_bootstrap,28.0,2,7000,7250,0.4589556157588959,0.1592248678207397,0.3129143714904785,0.3169628977775574,46,14.6,f16761a9
250,vae,28.0,0,7000,7250,0.7732747793197632,0.2559600472450256,0.384674459695816,-0.0980082750320434,84,14.5,f16761a9
250,vae,28.0,1,7000,7250,0.5836937427520752,0.2045504599809646,0.3452478051185608,0.1225267648696899,47,14.5,f16761a9
250,vae,28.0,2,7000,7250,0.6019377112388611,0.2066919803619384,0.3475834131240845,0.113340139389038,99,14.6,f16761a9
250,realnvp,28.0,0,7000,7250,0.4054723381996155,0.1473787277936935,0.287183403968811,0.3677800297737121,64,14.7,f16761a9
250,realnvp,28.0,1,7000,7250,0.5280809998512268,0.1904031783342361,0.3375659584999084,0.1832152605056762,74,14.8,f16761a9
250,realnvp,28.0,2,7000,7250,0.5326665639877319,0.1781035661697387,0.3314575552940368,0.2359777092933654,27,14.7,f16761a9
250,jitter,80.0,0,20000,20250,0.4659353792667389,0.1751063913106918,0.3127837181091308,0.2488349080085754,5,35.2,f16761a9
250,jitter,80.0,1,20000,20250,0.4627600014209747,0.1791288703680038,0.3135265409946441,0.2315794229507446,7,35.3,f16761a9
250,jitter,80.0,2,20000,20250,0.4501533210277557,0.1606161296367645,0.3055371344089508,0.3109946846961975,4,35.2,f16761a9
250,gaussiana,80.0,0,20000,20250,0.6768850684165955,0.2251321524381637,0.3566229939460754,0.034236192703247,9,35.2,f16761a9
250,gaussiana,80.0,1,20000,20250,0.5945072770118713,0.207484558224678,0.3451399505138397,0.1099401712417602,6,35.3,f16761a9
250,gaussiana,80.0,2,20000,20250,0.6588996648788452,0.2235181480646133,0.3606403768062591,0.0411598682403564,55,35.2,f16761a9
250,block_bootstrap,80.0,0,20000,20250,0.4994702637195587,0.1806954890489578,0.3199289441108703,0.2248589992523193,34,35.6,f16761a9
250,block_bootstrap,80.0,1,20000,20250,0.4864327609539032,0.169493168592453,0.324322909116745,0.2729142904281616,44,35.7,f16761a9
250,block_bootstrap,80.0,2,20000,20250,0.4514098167419433,0.1582539677619934,0.3121557235717773,0.3211278319358825,18,35.7,f16761a9
250,vae,80.0,0,20000,20250,0.7916424870491028,0.2666903138160705,0.3929623663425445,-0.1440385580062866,96,35.3,f16761a9
250,vae,80.0,1,20000,20250,0.5852926969528198,0.2053495943546295,0.3459967672824859,0.1190986633300781,28,35.4,f16761a9
250,vae,80.0,2,20000,20250,0.5381686687469482,0.1860306113958358,0.3245114982128143,0.2019725441932678,72,35.3,f16761a9
250,realnvp,80.0,0,20000,20250,0.4096740186214447,0.1466803550720214,0.2853187620639801,0.3707758784294128,19,35.7,f16761a9
250,realnvp,80.0,1,20000,20250,0.4279426634311676,0.1639066934585571,0.3056044578552246,0.2968789339065552,65,35.5,f16761a9
250,realnvp,80.0,2,20000,20250,0.5814608931541443,0.1872688829898834,0.3428733050823211,0.1966606378555297,13,35.6,f16761a9
1000,ninguno,0.0,0,0,1000,0.45379638671875,0.1677703708410263,0.3047335743904114,0.2803046703338623,52,4.2,f16761a9
1000,ninguno,0.0,1,0,1000,0.6698081493377686,0.2299375236034393,0.3650249242782593,0.0136222839355468,99,4.2,f16761a9
1000,ninguno,0.0,2,0,1000,0.4312371611595154,0.1621504873037338,0.3025929927825928,0.3044126629829407,97,4.2,f16761a9
1000,jitter,0.5,0,500,1500,0.4238759279251098,0.1528463363647461,0.2873935997486114,0.3443252444267273,71,5.0,f16761a9
1000,jitter,0.5,1,500,1500,0.4423007667064667,0.1706435978412628,0.3103490769863128,0.2679792046546936,99,5.0,f16761a9
1000,jitter,0.5,2,500,1500,0.4183287918567657,0.156008630990982,0.2974202334880829,0.3307597637176513,79,5.0,f16761a9
1000,gaussiana,0.5,0,500,1500,0.4456468224525451,0.1604806333780288,0.2937378287315368,0.3115759491920471,80,5.0,f16761a9
1000,gaussiana,0.5,1,500,1500,0.5674524307250977,0.1980555951595306,0.3314564228057861,0.1503882408142089,89,5.0,f16761a9
1000,gaussiana,0.5,2,500,1500,0.4109502732753753,0.1566328704357147,0.2974042892456054,0.3280819058418274,76,5.0,f16761a9
1000,block_bootstrap,0.5,0,500,1500,0.4220039844512939,0.1558747440576553,0.2921389043331146,0.331334114074707,99,5.0,f16761a9
1000,block_bootstrap,0.5,1,500,1500,0.4843713641166687,0.1773783713579177,0.3150693774223327,0.2390886545181274,99,5.0,f16761a9
1000,block_bootstrap,0.5,2,500,1500,0.4427744150161743,0.1612895876169204,0.3029292523860931,0.3081057071685791,78,5.0,f16761a9
1000,vae,0.5,0,500,1500,0.4285839796066284,0.1572017222642898,0.2917098999023437,0.3256416916847229,67,5.3,f16761a9
1000,vae,0.5,1,500,1500,0.4903434514999389,0.1795574426651001,0.3142817318439483,0.2297409176826477,92,5.2,f16761a9
1000,vae,0.5,2,500,1500,0.4130782186985016,0.159114122390747,0.2983656227588653,0.3174379467964172,64,5.2,f16761a9
1000,realnvp,0.5,0,500,1500,0.4516191184520721,0.1618308275938034,0.2974279224872589,0.3057839274406433,69,5.5,f16761a9
1000,realnvp,0.5,1,500,1500,0.4372642338275909,0.1682638078927993,0.3088891804218292,0.2781879305839538,96,5.6,f16761a9
1000,realnvp,0.5,2,500,1500,0.421376883983612,0.1556852459907531,0.2994603812694549,0.3321470022201538,77,5.6,f16761a9
1000,jitter,1.0,0,1000,2000,0.4293161034584045,0.1536869257688522,0.2878010869026184,0.3407193422317505,83,5.8,f16761a9
1000,jitter,1.0,1,1000,2000,0.451467752456665,0.1721503585577011,0.3099288046360016,0.2615155577659607,99,5.8,f16761a9
1000,jitter,1.0,2,1000,2000,0.4094173312187195,0.1519349217414856,0.2938462793827057,0.348235011100769,92,5.9,f16761a9
1000,gaussiana,1.0,0,1000,2000,0.4730096161365509,0.169463649392128,0.3013495504856109,0.2730408906936645,77,5.9,f16761a9
1000,gaussiana,1.0,1,1000,2000,0.5929830074310303,0.2051007747650146,0.337941974401474,0.1201660633087158,85,5.9,f16761a9
1000,gaussiana,1.0,2,1000,2000,0.4208612143993377,0.1612675189971923,0.3019404709339142,0.3082003593444824,57,5.8,f16761a9
1000,block_bootstrap,1.0,0,1000,2000,0.4717720448970794,0.1720549464225769,0.3080293834209442,0.2619248628616333,80,5.9,f16761a9
1000,block_bootstrap,1.0,1,1000,2000,0.4890970587730407,0.1755714565515518,0.3138293027877807,0.2468398809432983,90,5.8,f16761a9
1000,block_bootstrap,1.0,2,1000,2000,0.4602779746055603,0.16951584815979,0.3094607293605804,0.2728170156478882,24,5.8,f16761a9
1000,vae,1.0,0,1000,2000,0.4603142440319061,0.1659136861562729,0.2978749275207519,0.2882694005966186,92,6.1,f16761a9
1000,vae,1.0,1,1000,2000,0.5059787631034851,0.1855653673410415,0.3217796981334686,0.203968346118927,55,6.0,f16761a9
1000,vae,1.0,2,1000,2000,0.4274954497814178,0.163583442568779,0.3008999526500702,0.2982656359672546,51,6.0,f16761a9
1000,realnvp,1.0,0,1000,2000,0.4337269961833954,0.153740257024765,0.2917396128177643,0.3404905796051025,85,6.4,f16761a9
1000,realnvp,1.0,1,1000,2000,0.453328788280487,0.1728337705135345,0.3146053254604339,0.2585839033126831,95,6.4,f16761a9
1000,realnvp,1.0,2,1000,2000,0.4441439807415008,0.1603091061115265,0.304906278848648,0.3123117685317993,72,6.4,f16761a9
1000,jitter,3.0,0,3000,4000,0.4119114279747009,0.1501324325799942,0.2858900427818298,0.3559672832489013,46,9.0,f16761a9
1000,jitter,3.0,1,3000,4000,0.4222066402435303,0.154410719871521,0.2932592928409576,0.3376144170761108,80,9.0,f16761a9
1000,jitter,3.0,2,3000,4000,0.3802085220813751,0.140066385269165,0.2818307876586914,0.3991482257843017,84,9.0,f16761a9
1000,gaussiana,3.0,0,3000,4000,0.5127297639846802,0.1862016171216964,0.318020224571228,0.2012389898300171,40,9.0,f16761a9
1000,gaussiana,3.0,1,3000,4000,0.583884060382843,0.2072735130786895,0.3382459282875061,0.1108455061912536,75,9.1,f16761a9
1000,gaussiana,3.0,2,3000,4000,0.4304670691490173,0.164594680070877,0.3059306740760803,0.2939276695251465,31,9.1,f16761a9
1000,block_bootstrap,3.0,0,3000,4000,0.4657402336597442,0.1683605313301086,0.3052903413772583,0.2777730226516723,87,9.1,f16761a9
1000,block_bootstrap,3.0,1,3000,4000,0.4642116725444793,0.1622779369354248,0.3042860031127929,0.303865909576416,80,9.2,f16761a9
1000,block_bootstrap,3.0,2,3000,4000,0.4690358340740204,0.1616243422031402,0.3072901666164398,0.3066697120666504,95,9.1,f16761a9
1000,vae,3.0,0,3000,4000,0.476353108882904,0.1707009673118591,0.3031291663646698,0.267733097076416,80,9.2,f16761a9
1000,vae,3.0,1,3000,4000,0.4858055114746094,0.1745226234197616,0.3082967698574066,0.2513391375541687,56,9.3,f16761a9
1000,vae,3.0,2,3000,4000,0.4425603449344635,0.1688586920499801,0.3059299886226654,0.2756360173225403,30,9.3,f16761a9
1000,realnvp,3.0,0,3000,4000,0.4217140078544616,0.1453235447406768,0.2846245765686035,0.3765962719917297,64,9.6,f16761a9
1000,realnvp,3.0,1,3000,4000,0.4138148427009582,0.1533764153718948,0.2956482768058777,0.3420513272285461,79,9.6,f16761a9
1000,realnvp,3.0,2,3000,4000,0.4466292262077331,0.1584789305925369,0.3049685359001159,0.3201627731323242,43,9.6,f16761a9
1000,jitter,7.0,0,7000,8000,0.4103997051715851,0.1566890180110931,0.2934246957302093,0.32784104347229,41,15.5,f16761a9
1000,jitter,7.0,1,7000,8000,0.4035895466804504,0.1502289474010467,0.2900444865226745,0.3555532693862915,48,15.5,f16761a9
1000,jitter,7.0,2,7000,8000,0.3744942843914032,0.1373330205678939,0.280662477016449,0.4108737111091614,57,15.5,f16761a9
1000,gaussiana,7.0,0,7000,8000,0.6488890051841736,0.2197764217853546,0.3497189581394195,0.0572109818458557,22,15.5,f16761a9
1000,gaussiana,7.0,1,7000,8000,0.6229655146598816,0.2106761336326599,0.3391799926757812,0.0962491035461425,51,15.5,f16761a9
1000,gaussiana,7.0,2,7000,8000,0.4490058422088623,0.1707255989313125,0.3121773600578308,0.267627477645874,20,15.5,f16761a9
1000,block_bootstrap,7.0,0,7000,8000,0.4685451090335846,0.1676196157932281,0.3065037727355957,0.2809513807296753,65,15.7,f16761a9
1000,block_bootstrap,7.0,1,7000,8000,0.4618993997573852,0.1635943502187729,0.3065876066684723,0.2982188463211059,41,15.7,f16761a9
1000,block_bootstrap,7.0,2,7000,8000,0.4326397776603699,0.1498807370662689,0.2983134388923645,0.3570470213890075,72,15.7,f16761a9
1000,vae,7.0,0,7000,8000,0.4530170261859894,0.1678648740053177,0.3015854954719543,0.2798992991447449,58,15.7,f16761a9
1000,vae,7.0,1,7000,8000,0.5004016160964966,0.1785363554954528,0.3122361898422241,0.2341211438179016,35,15.7,f16761a9
1000,vae,7.0,2,7000,8000,0.4465717673301697,0.1675863116979599,0.3077438175678253,0.2810942530632019,51,15.7,f16761a9
1000,realnvp,7.0,0,7000,8000,0.4274022281169891,0.1475902497768402,0.2894207239151001,0.3668726682662964,45,16.1,f16761a9
1000,realnvp,7.0,1,7000,8000,0.3977441787719726,0.1456278413534164,0.2874960303306579,0.3752909302711487,83,16.0,f16761a9
1000,realnvp,7.0,2,7000,8000,0.4564706087112427,0.167795643210411,0.3130908906459808,0.2801962494850158,14,16.0,f16761a9
1000,jitter,20.0,0,20000,21000,0.4174306094646454,0.1587764173746109,0.2951924800872803,0.3188866376876831,8,36.4,f16761a9
1000,jitter,20.0,1,20000,21000,0.3954545855522156,0.1460717320442199,0.2864243686199188,0.3733867406845093,16,36.4,f16761a9
1000,jitter,20.0,2,20000,21000,0.3771409690380096,0.1411298513412475,0.2799597978591919,0.3945862054824829,13,36.4,f16761a9
1000,gaussiana,20.0,0,20000,21000,0.6648989319801331,0.2432379871606826,0.3711346685886383,-0.0434335470199584,83,36.4,f16761a9
1000,gaussiana,20.0,1,20000,21000,0.6370155811309814,0.2190849035978317,0.347390741109848,0.0601774454116821,61,36.5,f16761a9
1000,gaussiana,20.0,2,20000,21000,0.498900294303894,0.1861304938793182,0.323213666677475,0.2015441060066223,5,36.4,f16761a9
1000,block_bootstrap,20.0,0,20000,21000,0.4885405004024505,0.1702516824007034,0.3094291090965271,0.2696604132652282,23,37.0,f16761a9
1000,block_bootstrap,20.0,1,20000,21000,0.4677886664867401,0.1641780436038971,0.3091754913330078,0.2957149147987366,62,37.0,f16761a9
1000,block_bootstrap,20.0,2,20000,21000,0.4251772761344909,0.1520930677652359,0.3012371063232422,0.3475565910339355,48,37.0,f16761a9
1000,vae,20.0,0,20000,21000,0.4527297616004944,0.1725209355354309,0.3071122169494629,0.259925901889801,72,36.7,f16761a9
1000,vae,20.0,1,20000,21000,0.5127923488616943,0.1843905746936798,0.3188161551952362,0.2090079188346862,35,36.7,f16761a9
1000,vae,20.0,2,20000,21000,0.4426144957542419,0.1646029502153396,0.3034666776657104,0.2938921451568603,19,36.7,f16761a9
1000,realnvp,20.0,0,20000,21000,0.4350016117095947,0.1485222429037094,0.2899932861328125,0.3628746271133423,21,37.0,f16761a9
1000,realnvp,20.0,1,20000,21000,0.3988929688930511,0.1452066302299499,0.2846653759479522,0.3770977854728699,55,37.0,f16761a9
1000,realnvp,20.0,2,20000,21000,0.4638458490371704,0.1599389612674713,0.3079571723937988,0.3138995766639709,14,37.0,f16761a9
3000,ninguno,0.0,0,0,3000,0.4568860232830047,0.1602382808923721,0.302137017250061,0.3126155734062195,90,7.4,f16761a9
3000,ninguno,0.0,1,0,3000,0.4010342061519623,0.1521978974342346,0.2925881743431091,0.34710693359375,92,7.4,f16761a9
3000,ninguno,0.0,2,0,3000,0.3909943401813507,0.1505052298307418,0.2902558445930481,0.3543680906295776,64,7.4,f16761a9
3000,jitter,0.1666666666666666,0,500,3500,0.4413866102695465,0.1567893922328949,0.3006986975669861,0.3274105191230774,87,8.2,f16761a9
3000,jitter,0.1666666666666666,1,500,3500,0.387197881937027,0.1470029652118683,0.2876212000846863,0.3693919777870178,94,8.2,f16761a9
3000,jitter,0.1666666666666666,2,500,3500,0.3810605108737945,0.1488353013992309,0.2876318097114563,0.3615316748619079,86,8.2,f16761a9
3000,gaussiana,0.1666666666666666,0,500,3500,0.4520412981510162,0.1619777083396911,0.3058030605316162,0.3051538467407226,84,8.2,f16761a9
3000,gaussiana,0.1666666666666666,1,500,3500,0.4500258564949035,0.1655412018299102,0.3034958243370056,0.2898672819137573,28,8.2,f16761a9
3000,gaussiana,0.1666666666666666,2,500,3500,0.3909481167793274,0.1533057391643524,0.2928693294525146,0.3423545360565185,69,8.2,f16761a9
3000,block_bootstrap,0.1666666666666666,0,500,3500,0.444341778755188,0.1622500419616699,0.3051473796367645,0.303985595703125,75,8.2,f16761a9
3000,block_bootstrap,0.1666666666666666,1,500,3500,0.3911397755146026,0.1478595435619354,0.2880345284938812,0.3657174110412597,89,8.2,f16761a9
3000,block_bootstrap,0.1666666666666666,2,500,3500,0.378714770078659,0.1468880325555801,0.2854437530040741,0.3698849678039551,88,8.2,f16761a9
3000,vae,0.1666666666666666,0,500,3500,0.4472317397594452,0.1592087745666504,0.2999067902565002,0.3170319199562073,87,8.9,f16761a9
3000,vae,0.1666666666666666,1,500,3500,0.4091633558273315,0.1554298847913742,0.2943482995033264,0.3332424759864807,71,8.9,f16761a9
3000,vae,0.1666666666666666,2,500,3500,0.3863113820552826,0.1514025926589965,0.29020556807518,0.3505185842514038,75,8.9,f16761a9
3000,realnvp,0.1666666666666666,0,500,3500,0.4449851512908935,0.1586481928825378,0.3007504045963287,0.3194366693496704,85,10.0,f16761a9
3000,realnvp,0.1666666666666666,1,500,3500,0.387852281332016,0.1473245620727539,0.2876884937286377,0.3680123686790466,80,10.0,f16761a9
3000,realnvp,0.1666666666666666,2,500,3500,0.3756518065929413,0.1465102285146713,0.2867678105831146,0.3715056777000427,93,10.0,f16761a9
3000,jitter,0.3333333333333333,0,1000,4000,0.440998911857605,0.1559109389781952,0.2989313900470733,0.3311788439750671,79,9.1,f16761a9
3000,jitter,0.3333333333333333,1,1000,4000,0.3821414709091186,0.1453213691711425,0.2865926325321197,0.3766056299209595,93,9.1,f16761a9
3000,jitter,0.3333333333333333,2,1000,4000,0.375486671924591,0.1468080580234527,0.2853000462055206,0.3702280521392822,89,9.0,f16761a9
3000,gaussiana,0.3333333333333333,0,1000,4000,0.4575468003749847,0.1648193895816803,0.3051247894763946,0.2929636836051941,31,9.1,f16761a9
3000,gaussiana,0.3333333333333333,1,1000,4000,0.4625170826911926,0.1737398505210876,0.3083334565162658,0.2546970248222351,22,9.0,f16761a9
3000,gaussiana,0.3333333333333333,2,1000,4000,0.4058296978473663,0.1563763320446014,0.2954916656017303,0.3291824460029602,55,9.0,f16761a9
3000,block_bootstrap,0.3333333333333333,0,1000,4000,0.4419510662555694,0.1630226671695709,0.3053193092346191,0.3006712198257446,61,9.1,f16761a9
3000,block_bootstrap,0.3333333333333333,1,1000,4000,0.3912917673587799,0.1439452618360519,0.285337895154953,0.3825087547302246,88,9.1,f16761a9
3000,block_bootstrap,0.3333333333333333,2,1000,4000,0.3824702203273773,0.1462736278772354,0.2857670187950134,0.3725206255912781,70,9.1,f16761a9
3000,vae,0.3333333333333333,0,1000,4000,0.440557986497879,0.1626272350549698,0.3025515377521515,0.3023675084114074,73,9.7,f16761a9
3000,vae,0.3333333333333333,1,1000,4000,0.4205262660980224,0.1634784042835235,0.2996214926242828,0.2987161874771118,16,9.7,f16761a9
3000,vae,0.3333333333333333,2,1000,4000,0.4043362140655517,0.1589803844690323,0.297668993473053,0.3180116415023803,84,9.7,f16761a9
3000,realnvp,0.3333333333333333,0,1000,4000,0.4376536011695862,0.158099964261055,0.3006822764873504,0.3217884302139282,81,10.9,f16761a9
3000,realnvp,0.3333333333333333,1,1000,4000,0.3817493021488189,0.1424458473920822,0.2840057611465454,0.3889409303665161,88,10.8,f16761a9
3000,realnvp,0.3333333333333333,2,1000,4000,0.383253663778305,0.1471910774707794,0.2886062264442444,0.3685849905014038,89,10.9,f16761a9
3000,jitter,1.0,0,3000,6000,0.426916092634201,0.1544711589813232,0.2955414354801178,0.3373551368713379,56,12.3,f16761a9
3000,jitter,1.0,1,3000,6000,0.3761312961578369,0.1418909579515457,0.2825276255607605,0.3913212418556213,73,12.3,f16761a9
3000,jitter,1.0,2,3000,6000,0.3676884770393371,0.1439952403306961,0.2830750942230224,0.3822943568229675,74,12.3,f16761a9
3000,gaussiana,1.0,0,3000,6000,0.5038777589797974,0.1721756160259246,0.3092743754386902,0.261407196521759,30,12.2,f16761a9
3000,gaussiana,1.0,1,3000,6000,0.5529155135154724,0.1992364078760147,0.3324601054191589,0.1453227996826172,17,12.3,f16761a9
3000,gaussiana,1.0,2,3000,6000,0.4222548604011535,0.1623038947582245,0.3018068075180053,0.3037545680999756,36,12.3,f16761a9
