step,loss,temporal,spectral,lr
0,1.0026317834854126,0.9345622658729553,0.680695116519928,1.0000000000000002e-06
1,0.9662118554115295,0.9009607434272766,0.6525110602378845,2.0000000000000003e-06
2,0.9818928837776184,0.9158726334571838,0.6602024435997009,3e-06
3,0.9491655230522156,0.885710597038269,0.6345490217208862,4.000000000000001e-06
4,0.9516271948814392,0.8867635130882263,0.648637056350708,5e-06
5,0.9457839727401733,0.882317066192627,0.6346693634986877,6e-06
6,1.005157709121704,0.9367777705192566,0.6837990283966064,7.000000000000001e-06
7,0.9515703320503235,0.8867782354354858,0.6479207873344421,8.000000000000001e-06
8,0.9759247303009033,0.9097658395767212,0.661588728427887,9e-06
9,0.9675138592720032,0.9029442071914673,0.6456965804100037,1e-05
10,0.9585729837417603,0.8934868574142456,0.6508610248565674,1.1000000000000001e-05
11,0.9466553926467896,0.8824114203453064,0.6424400210380554,1.2e-05
12,0.9412674307823181,0.8777588605880737,0.6350858211517334,1.3000000000000001e-05
13,0.9272060990333557,0.8646068572998047,0.6259924173355103,1.4000000000000001e-05
14,0.9410256743431091,0.8770779967308044,0.6394765377044678,1.5e-05
15,0.929892361164093,0.8666019439697266,0.6329042911529541,1.6000000000000003e-05
16,0.9141697883605957,0.8521772027015686,0.6199259161949158,1.7000000000000003e-05
17,0.9598827958106995,0.894573450088501,0.6530934572219849,1.8e-05
18,0.91359943151474,0.8510875105857849,0.6251192092895508,1.9e-05
19,0.904898464679718,0.8429646492004395,0.6193379163742065,2e-05
20,0.9018265008926392,0.8403139710426331,0.6151254773139954,2.1e-05
21,0.9018043279647827,0.8407006859779358,0.6110364198684692,2.2000000000000003e-05
22,0.9238764643669128,0.8607960939407349,0.6308035850524902,2.3000000000000003e-05
23,0.8756452798843384,0.8159234523773193,0.59721839427948,2.4e-05
24,0.8753912448883057,0.815342366695404,0.6004887223243713,2.5e-05
25,0.8712658286094666,0.8124566078186035,0.5880920886993408,2.6000000000000002e-05
26,0.8848915696144104,0.8247377872467041,0.6015380620956421,2.7000000000000002e-05
27,0.8716719150543213,0.8111823201179504,0.6048957705497742,2.8000000000000003e-05
28,0.8966110944747925,0.835484504699707,0.6112658381462097,2.9e-05
29,0.8401278257369995,0.7822664380073547,0.5786139369010925,3e-05
30,0.8619544506072998,0.8027604818344116,0.5919396281242371,3.1e-05
31,0.867792546749115,0.8078051209449768,0.5998743176460266,3.2000000000000005e-05
32,0.8148077726364136,0.7594844102859497,0.5532334446907043,3.3e-05
33,0.869577169418335,0.8101940155029297,0.5938313603401184,3.4000000000000007e-05
34,0.845041036605835,0.7871577143669128,0.5788330435752869,3.5e-05
35,0.8595872521400452,0.8002320528030396,0.5935521721839905,3.6e-05
36,0.8377063274383545,0.779951810836792,0.5775451064109802,3.7e-05
37,0.825946033000946,0.7689557671546936,0.5699025988578796,3.8e-05
